Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.00371433571401103,0.0136057995444191,0.000320577486802822,0,0,0,0.114720951662211,5.10425267933586E-05,1.80667364787903E-07,-4.02839083947237E-07,3.74316286947741E-05,-3.54576042356064E-13,6.0519380246873E-05,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/base_link.STL,,FR04-E120-1;FR04-E175-1;FR04-E150-1;AX-12-18-A-2;AX-12-18-A-6,Coordinate System1,Axis_joint_203,joint_20,continuous,0.00025,0,0.017247,3.1416,0,-1.6319,base_linK,0,0,1,,,,,,,,,,,,0
right_arm_link_1,-6.07043906253324E-08,-0.00923206723924871,0.00517864249850505,0,0,0,0.00402029367652139,8.53462226825597E-07,1.70481192776755E-12,-1.05162131708109E-12,1.77130321667596E-06,2.51193243950453E-07,1.69099459342747E-06,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/right_arm_link_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/right_arm_link_1.STL,,FR04-H102-2,Origin_joint_1,Axis_joint_1,joint_1,continuous,0.00874999999999916,-0.0564904194241652,0.00275000000000052,3.14159265358979,0,3.14159265358979,base_link,0,1,0,,,,,,,,,,,,0
right_arm_link_2,-0.000501890512671119,-0.035219108255101,0.00312558976972602,0,0,0,0.0883642393517848,2.19001716690432E-05,-8.80921683803195E-09,-1.89476813249764E-07,1.85292934705817E-05,2.01292818032306E-07,1.67002940787384E-05,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/right_arm_link_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/right_arm_link_2.STL,,FR04-SC101-3;AX-12-18-A-10;AX-12-18-A-8,Origin_joint_3,Axis_joint_3,joint_3,continuous,0,-0.0230095805758329,0.017999999999989,-1.5707963267949,0,1.5707963267949,right_arm_link_1,0,0,1,,,,,,,,,,,,0
right_arm_link_3,-0.00620811517351721,0.0423955260487603,0.0168044337436578,0,0,0,0.0534179247847984,1.07786388920378E-05,-2.36486538530622E-08,1.90979155488313E-07,1.45176550642896E-05,-2.49689852345265E-07,1.43954968895254E-05,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/right_arm_link_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/right_arm_link_3.STL,,BASE_GRIPPER-1;FR04-H102-3;FR04-E170-2;AX-12-18-A-24,Origin_joint_5,Axis_joint_5,joint_5,continuous,0,-0.0574,0.0182000000000002,1.5707963267949,0,0,right_arm_link_2,1,0,0,,,,,,,,,,,,0
right_gripper,0.0179998120299163,-0.00624035209800891,0.0361347174477129,0,0,0,0.0088243312433903,7.46132223751775E-06,-2.18389626500234E-11,-7.86332274282925E-12,9.36079581691158E-06,-1.88054352881297E-06,4.68291021353324E-06,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/right_gripper.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/right_gripper.STL,,FR04-E171-2,Origin_joint_7,Axis_joint_7,joint_7,continuous,-0.0225,0.0425,0,1.5707963267949,-1.5707963267949,0,right_arm_link_3,1,0,0,,,,,,,,,,,,0
left_arm_link_1,-6.07043889183645E-08,-0.00923206723925148,0.0051786424984764,0,0,0,0.00402029367652141,8.53462226825601E-07,1.70481192232884E-12,-1.05162131000025E-12,1.77130321667597E-06,2.51193243950454E-07,1.69099459342748E-06,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/left_arm_link_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/left_arm_link_1.STL,,FR04-H102-1,Origin_joint_2,Axis_joint_2,joint_2,continuous,0.00874999999999916,0.0564904194241644,0.00274999999997088,3.14159265358979,0,0,base_link,0,1,0,,,,,,,,,,,,0
left_arm_link_2,0.000472372493798903,-0.0352486262739742,0.00312558976972632,0,0,0,0.0883642393517847,2.19001716690432E-05,-8.80921683803631E-09,1.92483601194285E-07,1.85292934705817E-05,1.80667596411727E-07,1.67002940787383E-05,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/left_arm_link_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/left_arm_link_2.STL,,FR04-SC101-4;AX-12-18-A-9;AX-12-18-A-7,Origin_joint_4,Axis_joint_4,joint_4,continuous,0,-0.0230095805758357,0.0179999999999604,-1.5707963267949,0,-1.5707963267949,left_arm_link_1,0,0,1,,,,,,,,,,,,0
left_arm_link_3,0.00620812431088276,0.0423466971716478,0.0168044337406317,0,0,0,0.0534179247847984,1.07786388920378E-05,3.0200226086263E-09,-1.90981258955723E-07,1.45176550642896E-05,-2.52696635555647E-07,1.43954968895254E-05,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/left_arm_link_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/left_arm_link_3.STL,,BASE_GRIPPER-2;FR04-H102-4;FR04-E170-1;AX-12-18-A-25,Origin_joint_6,Axis_joint_6,joint_6,continuous,0,-0.0573999999999997,0.0182000000000009,1.5707963267949,0,0,left_arm_link_2,1,0,0,,,,,,,,,,,,0
left_gripper,-0.0180001879700938,-0.00624035209800353,0.0361347174477275,0,0,0,0.00882433124339511,7.46132223752184E-06,-2.18389618348798E-11,-7.86332019672259E-12,9.36079581691712E-06,-1.88054352881415E-06,4.68291021353549E-06,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/left_gripper.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/left_gripper.STL,,FR04-E171-1,Origin_joint_8,Axis_joint_8,joint_8,continuous,0.0225000000000029,0.0424999999999997,0,1.5707963267949,1.5707963267949,0,left_arm_link_3,1,0,0,,,,,,,,,,,,0
torso_link,2.63162408626824E-08,-0.0210909555658786,-0.00131922984856178,0,0,0,0.0150306588580905,1.22995746902599E-05,-5.3600412178682E-12,4.57562055410908E-15,1.26743899445148E-05,-4.84169136516332E-07,1.42781332295548E-05,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/torso_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://bioloidgp_cfg3/meshes/torso_link.STL,,FR04-E131-1,Origin_joint_19,Axis_joint_19,joint_19,continuous,0.00824999999999999,0,-0.02375,1.5707963267949,0,1.5707963267949,base_link,0,1,0,,,,,,,,,,,,0
